Temp Current,Temp Hourly,Temp Hourly.1,Temp Hourly.2,Temp Hourly.3,Temp Hourly.4,Temp Hourly.5,Temp Hourly.6,Temp Hourly.7,Temp Hourly.8,Temp Hourly.9,Temp Hourly.10,Temp Hourly.11,Clouds Current,Clouds Hourly,Clouds Hourly.1,Clouds Hourly.2,Clouds Hourly.3,Clouds Hourly.4,Clouds Hourly.5,Clouds Hourly.6,Clouds Hourly.7,Clouds Hourly.8,Clouds Hourly.9,Clouds Hourly.10,Clouds Hourly.11,UVI Current,UVI Hourly,UVI Hourly.1,UVI Hourly.2,UVI Hourly.3,UVI Hourly.4,UVI Hourly.5,UVI Hourly.6,UVI Hourly.7,UVI Hourly.8,UVI Hourly.9,UVI Hourly.10,UVI Hourly.11,POP Current,POP Hourly,POP Hourly.1,POP Hourly.2,POP Hourly.3,POP Hourly.4,POP Hourly.5,POP Hourly.6,POP Hourly.7,POP Hourly.8,POP Hourly.9,POP Hourly.10,POP Hourly.11,Label
38.82,38.82,38.39,38.28,38.52,38.97,40.26,42.13,43.63,44.89,46.04,46.67,47.28,40,40,51,62,74,86,99,92,87,100,100,100,100,0.0,0.0,0.06,0.25,0.67,1.3,3.07,3.91,4.26,3.88,3.11,2.08,1.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
44.38,44.38,43.77,43.21,43.02,43.61,44.96,46.35,47.28,47.8,48.49,48.15,47.61,40,40,52,64,76,88,100,100,100,100,100,100,100,0.0,0.0,0.08,0.42,1.13,2.18,3.49,4.44,4.84,4.62,3.7,2.48,1.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
53.19,53.19,51.93,50.56,50.09,50.54,51.6,53.31,54.54,55.44,55.62,55.35,54.59,0,0,7,10,16,21,25,25,25,25,27,27,27,0.0,0.0,0.09,0.46,1.23,2.38,4.07,5.2,5.65,5.48,4.39,2.95,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
37.67,37.67,38.17,38.23,38.19,38.21,38.34,38.39,38.64,38.48,37.89,37.33,37.17,100,100,100,100,100,100,100,100,100,100,100,100,100,0.0,0.0,0.05,0.28,0.76,1.45,1.5,1.9,2.08,2.08,1.67,1.12,0.66,0.004,0.013000000000000001,0.006,0.031,0.043,0.039,0.039,0.039,0.027000000000000003,0.001,0.0,0.0,0.0,True
34.59,34.59,34.72,34.93,35.37,36.39,37.53,37.89,38.68,38.89,38.57,37.96,37.13,40,40,52,64,76,88,100,100,100,100,100,100,100,0.0,0.0,0.06,0.31,0.82,1.57,2.84,3.61,3.93,3.78,3.04,2.06,1.16,0.016,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024,True
39.06,39.06,39.31,39.74,39.72,39.67,40.57,41.31,41.31,40.35,40.14,39.78,39.22,75,75,80,85,90,95,100,100,100,100,100,100,100,0.0,0.0,0.07,0.2,0.5,0.95,0.78,0.99,1.08,0.97,0.78,0.53,0.21,0.05,0.06899999999999999,0.014000000000000002,0.013000000000000001,0.008,0.04,0.048,0.068,0.094,0.1,0.1,0.1,0.08,True
33.39,33.39,33.15,32.83,32.41,31.87,31.24,31.66,31.98,32.09,31.96,31.44,30.74,100,100,100,100,100,100,100,100,100,100,100,100,100,0.0,0.0,0.03,0.09,0.23,0.43,0.61,0.77,0.84,0.71,0.57,0.39,0.29,0.075,0.098,0.1,0.1,0.1,0.1,0.1,0.1,0.040999999999999995,0.045,0.08299999999999999,0.094,0.096,False
29.1,29.1,28.72,28.9,29.34,30.27,31.75,32.9,33.96,34.77,35.62,36.07,35.91,0,0,10,6,6,6,6,5,4,1,1,6,10,0.0,0.0,0.14,0.57,1.42,2.64,4.0,5.04,5.47,5.23,4.24,2.9,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
33.01,33.01,33.01,33.04,33.17,33.4,33.35,33.37,33.93,34.0,34.23,33.71,33.84,0,0,14,40,60,80,100,100,100,100,100,100,100,0.0,0.0,0.13,0.49,1.22,2.25,0.99,1.25,1.35,0.91,0.74,0.51,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.006,0.026000000000000002,0.026000000000000002,0.023,0.022,0.032,True
33.12,33.12,32.97,32.72,32.49,32.4,32.18,32.4,32.4,32.32,32.14,32.41,32.72,100,100,100,100,100,100,100,100,100,100,100,100,100,0.0,0.0,0.02,0.07,0.16,0.3,0.37,0.47,0.51,0.51,0.42,0.28,0.15,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,False
33.93,33.93,33.8,33.75,33.69,34.05,34.07,34.56,35.28,35.67,35.74,35.33,34.97,100,100,99,100,100,100,100,100,100,100,100,100,100,0.0,0.0,0.09,0.37,0.88,1.6,2.92,3.66,3.96,2.93,2.39,1.66,0.9,0.01,0.013000000000000001,0.034,0.051000000000000004,0.057999999999999996,0.067,0.076,0.08,0.06,0.064,0.064,0.06999999999999999,0.06999999999999999,True
31.95,31.95,31.73,31.98,32.09,31.21,31.23,30.99,31.23,31.66,32.27,32.54,32.86,100,100,100,98,98,98,98,99,99,100,100,100,100,0.0,0.0,0.07,0.44,1.04,1.88,2.78,3.48,3.76,3.56,2.91,2.01,1.27,0.049,0.054000000000000006,0.062,0.077,0.075,0.089,0.091,0.091,0.091,0.091,0.086,0.086,0.078,False
28.42,28.42,27.95,28.18,28.76,29.68,30.88,31.77,32.63,33.26,33.69,33.96,34.25,40,40,38,41,39,40,40,44,48,65,66,70,66,0.0,0.0,0.16,0.59,1.38,2.5,3.66,4.57,4.95,4.54,3.7,2.57,1.47,0.003,0.003,0.003,0.003,0.003,0.003,0.0,0.0,0.012,0.012,0.012,0.012,0.009,True
31.23,31.23,30.67,30.79,31.48,32.16,32.88,33.21,33.76,33.98,33.98,33.8,33.55,100,100,94,90,84,74,72,74,71,47,38,31,27,0.0,0.0,0.14,0.51,1.21,2.17,2.9,3.62,3.91,3.73,3.04,2.11,1.31,0.004,0.004,0.01,0.01,0.01,0.013000000000000001,0.02,0.020999999999999998,0.024,0.020999999999999998,0.018,0.015,0.011,True
29.39,29.39,29.48,30.36,31.51,32.68,33.85,33.8,33.89,33.91,33.82,33.69,33.57,100,100,84,67,50,39,31,36,38,55,55,51,48,0.0,0.0,0.18,0.62,1.45,2.6,3.83,4.79,5.17,4.85,3.96,2.76,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.003,0.003,0.003,0.002,True
27.54,27.54,28.02,29.44,31.57,34.03,36.32,37.02,37.81,38.61,39.11,39.0,38.17,0,0,3,8,13,18,22,27,31,66,67,74,77,0.0,0.0,0.18,0.64,1.51,2.71,3.99,4.98,5.38,4.47,3.66,2.55,1.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
40.12,40.12,40.17,40.32,40.96,41.88,43.16,43.95,43.3,42.84,42.53,41.56,40.44,100,100,100,100,100,100,99,96,96,100,100,100,100,0.0,0.0,0.03,0.42,0.97,1.73,3.73,4.64,5.01,3.96,3.24,2.26,0.81,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.023,0.04,True
38.88,38.88,38.3,37.69,37.06,36.68,36.12,36.12,36.07,35.78,35.65,35.29,35.17,100,100,100,100,100,100,100,100,100,100,100,100,100,0.0,0.0,0.02,0.06,0.15,0.26,0.61,0.76,0.82,0.61,0.5,0.35,0.14,0.074,0.074,0.081,0.081,0.077,0.076,0.071,0.067,0.049,0.057999999999999996,0.075,0.096,0.1,False
33.91,33.91,34.07,34.5,34.97,36.1,37.38,38.05,38.59,38.73,38.89,38.71,39.13,100,100,100,100,100,100,100,100,100,100,100,100,100,0.0,0.0,0.12,0.58,1.33,2.35,3.5,4.34,4.68,4.39,3.6,2.53,1.05,0.051000000000000004,0.051000000000000004,0.045,0.04,0.04,0.032,0.028999999999999998,0.028999999999999998,0.008,0.014000000000000002,0.022,0.025,0.025,False
35.02,35.02,34.72,34.41,34.34,34.5,34.92,35.2,35.28,35.31,35.64,36.05,36.05,100,100,100,100,100,100,100,100,100,100,100,100,100,0.0,0.0,0.05,0.24,0.54,0.96,1.52,1.89,2.04,2.56,2.1,1.48,0.76,0.1,0.1,0.086,0.081,0.077,0.077,0.077,0.09,0.1,0.099,0.098,0.096,0.099,False
37.72,37.72,37.13,36.45,36.07,36.21,36.82,37.11,38.12,38.91,39.51,39.7,39.85,100,100,100,100,100,100,100,100,100,100,100,100,100,0.0,0.0,0.11,0.5,1.14,2.01,3.22,4.0,4.31,4.35,3.57,2.51,1.3,0.032,0.036,0.04,0.039,0.039,0.039,0.039,0.039,0.034999999999999996,0.031,0.027000000000000003,0.027000000000000003,0.027000000000000003,False
38.25,38.25,37.67,37.18,37.09,37.36,38.07,39.36,39.97,40.19,39.94,39.92,40.14,100,100,97,99,99,99,99,99,99,100,100,100,100,0.0,0.0,0.21,0.66,1.49,2.62,3.09,3.82,4.12,3.78,3.12,2.2,1.45,0.011,0.011,0.015,0.015,0.015,0.015,0.015,0.015,0.032,0.037,0.040999999999999995,0.040999999999999995,0.028999999999999998,False
32.63,32.63,33.22,34.54,36.41,38.71,39.79,39.2,39.47,39.74,40.68,40.84,40.89,75,75,74,85,89,95,100,100,100,100,100,100,99,0.0,0.0,0.24,0.52,1.17,2.05,2.28,2.82,3.05,3.65,3.01,2.12,1.55,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.020999999999999998,0.0,0.0,0.0,0.0,0.0,True
41.18,41.18,41.05,41.38,42.01,42.21,41.47,41.56,41.68,41.23,40.46,39.92,39.42,100,100,92,64,48,36,32,41,48,87,92,95,96,0.0,0.0,0.22,0.65,1.45,2.52,3.37,4.18,4.5,4.63,3.81,2.7,0.89,0.087,0.08299999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.020999999999999998,0.019,0.012,0.003,True
39.88,39.88,39.58,39.31,39.38,40.17,41.02,41.32,41.2,41.4,41.22,40.3,39.74,40,40,52,64,76,86,95,93,93,92,95,96,97,0.0,0.0,0.11,0.36,0.8,1.39,2.35,2.9,3.13,2.71,2.24,1.59,1.15,0.001,0.002,0.014000000000000002,0.014000000000000002,0.01,0.009,0.004,0.004,0.0,0.0,0.008,0.008,0.005,True
38.88,38.88,39.11,39.7,40.55,41.13,41.43,41.34,41.41,41.61,41.31,41.38,41.2,100,100,100,100,100,100,100,100,100,100,100,100,100,0.0,0.0,0.04,0.21,0.46,0.81,1.24,1.53,1.65,0.9,0.74,0.53,0.2,0.063,0.066,0.049,0.041999999999999996,0.041999999999999996,0.039,0.037,0.03,0.0,0.0,0.0,0.0,0.0,False
41.61,41.61,41.16,40.78,40.87,40.84,40.95,41.16,41.09,42.28,42.13,41.72,41.43,100,100,100,100,100,100,100,100,100,99,100,100,99,0.0,0.0,0.1,0.42,0.92,1.6,2.24,2.76,2.98,3.18,2.63,1.86,1.09,0.06899999999999999,0.073,0.028000000000000004,0.012,0.004,0.0,0.0,0.0,0.0,0.0,0.004,0.01,0.026000000000000002,False
43.3,43.3,42.96,42.66,42.15,41.86,41.4,41.2,41.23,41.04,40.32,40.05,40.3,75,75,80,85,90,95,100,100,100,100,100,100,100,0.0,0.0,0.2,0.54,1.19,2.05,2.75,3.4,3.67,2.89,2.38,1.69,0.89,0.056999999999999995,0.046,0.015,0.008,0.011,0.023,0.036,0.043,0.051000000000000004,0.063,0.073,0.073,0.074,True
39.96,39.96,40.69,42.19,44.13,45.93,47.26,46.99,47.16,47.26,47.17,46.45,46.29,100,100,93,76,66,56,52,54,55,38,37,37,53,0.0,0.0,0.21,0.82,1.78,3.06,4.61,5.68,6.12,5.82,4.81,3.43,1.94,0.036,0.028000000000000004,0.0,0.0,0.0,0.0,0.0,0.003,0.027000000000000003,0.034,0.034,0.036,0.034999999999999996,True
42.55,42.55,42.62,43.03,43.21,44.47,46.49,48.36,49.87,51.53,52.05,52.02,50.22,100,100,100,100,100,100,100,100,100,100,98,97,98,0.0,0.0,0.05,0.36,0.79,1.36,2.5,3.08,3.32,5.56,4.59,3.27,1.88,0.0,0.0,0.037,0.056999999999999995,0.074,0.076,0.076,0.076,0.025,0.046,0.054000000000000006,0.056999999999999995,0.065,False
40.37,40.37,41.72,43.92,47.03,50.47,53.82,54.91,55.31,55.13,54.75,52.65,53.4,0,0,16,28,43,64,83,86,88,97,86,89,92,0.0,0.0,0.23,0.79,1.72,2.96,4.4,5.42,5.84,5.46,4.51,3.21,1.7,0.023,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.005,0.002,0.002,True
46.54,46.54,46.0,45.54,44.85,44.28,43.93,43.41,42.69,42.24,42.24,42.76,43.14,100,100,100,100,100,100,100,100,100,100,100,100,100,0.0,0.0,0.24,0.59,1.27,2.2,2.27,2.79,3.0,4.07,3.36,2.4,1.68,0.015,0.031,0.03,0.027000000000000003,0.032,0.034999999999999996,0.034999999999999996,0.031,0.04,0.032,0.028000000000000004,0.028999999999999998,0.032,False
44.08,44.08,43.72,43.48,43.23,42.96,42.78,43.3,43.74,43.65,43.47,43.56,43.32,100,100,100,100,100,100,100,100,100,100,100,100,100,0.0,0.0,0.33,0.95,2.07,3.54,4.98,6.13,6.59,5.35,4.42,3.16,2.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
70.21,70.21,69.64,69.21,69.57,71.01,72.88,74.71,76.62,77.77,78.6,79.12,79.47,0,0,20,40,60,80,100,100,93,14,8,6,4,0.0,0.0,0.0,0.41,1.16,2.32,3.6,4.63,5.05,5.86,4.66,3.07,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
75.16,75.16,74.66,73.89,73.56,73.45,75.88,78.55,79.77,80.64,81.01,81.0,80.94,0,0,20,40,60,79,95,89,84,7,4,3,2,0.0,0.0,0.0,0.44,1.27,2.55,4.49,5.78,6.31,5.88,4.68,3.07,1.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
72.05,72.05,71.98,71.98,72.72,74.44,76.21,77.95,79.29,80.04,79.16,79.88,77.95,33,33,35,60,73,87,100,100,100,100,100,100,81,0.0,0.0,0.0,0.35,1.01,2.05,3.66,4.73,5.18,4.6,3.64,2.38,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027000000000000003,0.05,0.056999999999999995,0.057999999999999996,0.061,True
64.56,64.56,64.11,63.36,62.04,60.75,59.16,58.57,58.06,57.6,57.04,56.48,55.67,100,100,100,100,100,100,100,100,100,100,100,100,100,0.0,0.0,0.0,0.04,0.13,0.26,0.54,0.69,0.76,0.63,0.5,0.33,0.23,0.08399999999999999,0.074,0.077,0.093,0.093,0.093,0.093,0.093,0.092,0.095,0.097,0.097,0.094,False
52.83,52.83,53.19,53.6,54.09,54.61,55.51,55.83,56.01,56.19,56.5,56.75,56.95,100,100,100,100,100,100,100,100,100,100,100,98,90,0.0,0.0,0.0,0.26,0.79,1.62,3.51,4.55,4.98,5.45,4.3,2.8,1.42,0.028999999999999998,0.025,0.011,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
52.7,52.7,52.52,52.84,53.87,55.24,56.53,57.11,58.1,58.93,59.32,59.52,59.32,100,100,80,60,40,20,0,0,0,0,1,1,2,0.0,0.0,0.0,0.41,1.23,2.51,3.97,5.16,5.65,5.27,4.16,2.71,1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
51.28,51.28,52.09,53.53,56.01,59.27,62.44,62.76,63.16,63.21,63.3,63.03,62.49,75,75,77,54,44,53,61,69,74,100,100,100,100,0.0,0.0,0.0,0.36,1.09,2.25,3.85,5.0,5.49,3.99,3.14,2.05,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
56.95,56.95,57.29,57.79,58.35,58.87,59.54,59.7,60.03,61.07,61.39,61.38,61.09,40,40,50,64,76,88,100,100,99,82,76,74,72,0.0,0.0,0.0,0.29,0.88,1.82,3.5,4.56,5.0,4.71,3.71,2.41,1.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.005,0.005,0.005,0.002,0.002,True
54.07,54.07,54.68,55.65,56.68,57.76,58.78,59.25,59.74,59.59,59.14,58.68,57.81,75,75,70,84,89,94,99,99,99,100,100,100,100,0.0,0.0,0.0,0.33,1.01,2.08,3.45,4.5,4.94,4.36,3.42,2.22,0.83,0.03,0.03,0.040999999999999995,0.052000000000000005,0.067,0.067,0.06,0.05600000000000001,0.0,0.0,0.0,0.0,0.0,True
51.62,51.62,52.14,52.59,53.04,53.74,54.34,54.41,54.72,55.17,55.31,55.6,55.44,100,100,100,100,100,100,100,100,100,87,84,81,73,0.0,0.0,0.0,0.05,0.15,0.31,0.69,0.9,0.99,1.66,1.3,0.84,1.03,0.053000000000000005,0.056999999999999995,0.057999999999999996,0.05,0.046,0.046,0.046,0.045,0.024,0.023,0.014000000000000002,0.004,0.003,False
50.79,50.79,50.18,50.2,51.1,52.41,53.98,54.48,54.73,54.91,55.2,55.38,55.71,100,100,81,60,41,20,1,4,7,30,28,23,17,0.0,0.0,0.0,0.3,0.95,1.99,3.22,4.2,4.61,4.44,3.48,2.23,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
46.06,46.06,46.2,46.98,49.23,53.19,58.66,61.65,63.48,64.8,65.48,65.3,65.05,100,100,81,66,52,34,18,26,27,85,93,95,93,0.0,0.0,0.0,0.29,0.94,2.0,3.37,4.41,4.84,4.57,3.57,2.28,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
59.07,59.07,58.8,58.89,60.03,62.28,66.02,67.98,68.81,69.33,69.12,68.67,67.37,75,75,68,54,59,57,45,40,36,25,25,29,27,0.0,0.0,0.0,0.23,0.83,1.87,3.08,4.1,4.52,4.23,3.28,2.04,0.95,0.028999999999999998,0.008,0.020999999999999998,0.013000000000000001,0.009,0.009,0.009,0.0,0.0,0.0,0.0,0.0,0.0,True
59.76,59.76,59.77,60.22,61.79,64.33,67.59,69.1,69.35,68.85,68.43,67.73,66.97,100,100,87,64,45,26,6,6,6,1,2,11,15,0.0,0.0,0.0,0.22,0.81,1.82,3.02,4.03,4.45,4.02,3.1,1.93,0.92,0.003,0.003,0.002,0.002,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
51.6,51.6,52.47,53.33,54.97,57.31,59.58,60.21,60.51,61.11,59.95,58.21,56.53,100,100,98,95,84,64,64,69,59,6,15,16,20,0.0,0.0,0.0,0.0,0.44,1.12,1.97,2.7,3.01,2.82,2.13,1.26,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.045,0.034999999999999996,0.025,0.032,0.025,True
48.22,48.22,48.51,48.51,47.88,47.23,46.81,47.44,48.51,48.88,49.21,48.88,49.1,40,40,52,64,76,88,100,100,100,99,99,99,99,0.0,0.0,0.0,0.0,0.25,0.63,1.49,2.04,2.28,1.92,1.45,0.86,0.35,0.074,0.074,0.072,0.098,0.098,0.096,0.076,0.071,0.043,0.039,0.039,0.034,0.034,True
43.81,43.81,43.68,43.63,44.29,44.92,45.73,46.2,47.01,47.59,47.77,48.38,48.83,100,100,84,68,50,36,22,22,23,42,52,60,61,0.0,0.0,0.0,0.0,0.28,0.71,1.52,2.09,2.33,2.54,1.9,1.12,0.44,0.009,0.007000000000000001,0.009,0.009,0.006,0.0,0.0,0.0,0.005,0.009,0.028999999999999998,0.005,0.0,True
44.29,44.29,44.53,44.89,46.02,47.28,47.95,47.26,47.44,47.52,47.32,47.7,47.35,100,100,99,94,89,87,87,89,88,92,85,75,71,0.0,0.0,0.0,0.0,0.14,0.35,0.54,0.75,0.83,2.2,1.64,0.96,0.47,0.01,0.006,0.019,0.023,0.031,0.043,0.053000000000000005,0.053000000000000005,0.04,0.028999999999999998,0.028999999999999998,0.025,0.025,False
39.63,39.63,40.01,40.42,41.13,42.03,43.57,44.85,45.68,46.09,46.65,47.46,47.97,40,40,43,64,76,88,99,96,88,81,83,87,91,0.0,0.0,0.0,0.0,0.32,0.82,1.79,2.48,2.76,1.86,1.39,0.81,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020999999999999998,0.022,0.017,0.014000000000000002,0.014000000000000002,True
43.03,43.03,43.14,42.98,43.03,43.36,43.79,44.35,45.32,46.06,46.74,46.92,46.65,100,100,100,100,100,100,100,100,100,99,99,99,99,0.0,0.0,0.0,0.0,0.07,0.2,0.96,1.33,1.48,1.49,1.11,0.64,0.11,0.054000000000000006,0.05500000000000001,0.06999999999999999,0.065,0.061,0.053000000000000005,0.049,0.045,0.0,0.0,0.0,0.0,0.0,False
45.52,45.52,45.3,45.52,46.47,47.71,49.3,49.28,49.42,49.46,49.35,49.69,49.42,75,75,73,81,87,93,97,97,98,100,100,93,82,0.0,0.0,0.0,0.0,0.19,0.49,1.08,1.5,1.67,1.91,1.42,0.82,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
44.62,44.62,45.16,45.88,47.39,48.69,50.02,50.59,51.04,51.06,51.46,51.12,50.59,100,100,87,72,53,33,14,13,14,84,92,95,93,0.0,0.0,0.0,0.0,0.4,1.05,1.9,2.65,2.96,2.82,2.08,1.19,0.41,0.013000000000000001,0.012,0.004,0.004,0.0,0.0,0.0,0.004,0.011,0.006,0.005,0.0,0.0,True
48.74,48.74,48.7,48.74,48.87,48.69,47.68,47.19,47.26,47.79,48.25,48.58,49.51,75,75,80,85,90,95,100,100,100,100,100,100,100,0.0,0.0,0.0,0.0,0.14,0.38,0.86,1.2,1.35,1.41,1.04,0.59,0.22,0.006,0.015,0.034999999999999996,0.034999999999999996,0.048,0.05500000000000001,0.064,0.075,0.097,0.097,0.096,0.096,0.092,False
49.41,49.41,49.44,49.44,49.48,49.42,49.62,49.69,50.02,50.05,50.02,49.78,49.5,100,100,100,100,100,100,100,100,98,90,89,86,89,0.0,0.0,0.0,0.0,0.19,0.5,1.19,1.67,1.88,1.6,1.18,0.67,0.21,0.059,0.059,0.047,0.05500000000000001,0.062,0.065,0.065,0.068,0.037,0.036,0.032,0.02,0.011,False
44.98,44.98,45.28,45.7,46.51,48.02,49.82,50.86,51.44,51.82,51.3,50.49,49.42,0,0,18,40,52,62,61,59,66,71,84,87,90,0.0,0.0,0.0,0.0,0.33,0.9,1.67,2.34,2.64,2.41,1.78,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
45.79,45.79,45.91,46.09,46.35,46.76,47.68,47.97,48.25,48.56,48.79,48.96,48.61,100,100,100,100,100,100,99,99,99,94,66,51,41,0.0,0.0,0.0,0.0,0.22,0.62,1.59,2.23,2.52,2.37,1.74,0.97,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
38.05,38.05,39.25,40.53,42.76,46.2,50.58,52.34,53.19,53.58,53.64,53.37,51.84,75,75,62,75,77,67,65,66,72,80,51,43,58,0.0,0.0,0.0,0.0,0.29,0.82,1.56,2.19,2.48,2.3,1.69,0.93,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
